PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"28430670","Comparison between long-acting injectable aripiprazole versus paliperidone palmitate in the treatment of schizophrenia: systematic review and indirect treatment comparison","Pae CU, Wang SM, Han C, Bahk WM, Lee SJ, Patkar AA, Masand PS, Serretti A, Emsley R.","Int Clin Psychopharmacol. 2017 Sep;32(5):235-248. doi: 10.1097/YIC.0000000000000177.","Pae CU","Int Clin Psychopharmacol","2017","2017/04/22","","","10.1097/YIC.0000000000000177"
"28415774","Chemoprevention of prostate cancer in men with high-grade prostatic intraepithelial neoplasia (HGPIN): a systematic review and adjusted indirect treatment comparison","Cui K, Li X, Du Y, Tang X, Arai S, Geng Y, Xi Y, Xu H, Zhou Y, Ma W, Zhang T.","Oncotarget. 2017 May 30;8(22):36674-36684. doi: 10.18632/oncotarget.16230.","Cui K","Oncotarget","2017","2017/04/19","PMC5482687","","10.18632/oncotarget.16230"
"28382213","Integrated services and early intervention in the vocational rehabilitation of people with spinal cord injuries","Bloom J, Dorsett P, McLennan V.","Spinal Cord Ser Cases. 2017 Feb 2;3:16042. doi: 10.1038/scsandc.2016.42. eCollection 2017.","Bloom J","Spinal Cord Ser Cases","2017","2017/04/07","PMC5289269","","10.1038/scsandc.2016.42"
"28361519","Evidence Is Enough?: A Systematic Review and Network Meta-Analysis of the Efficacy of Tamsulosin 0.2 mg and Tamsulosin 0.4 mg as an Initial Therapeutic Dose in Asian Benign Prostatic Hyperplasia Patients","Kim SJ, Shin IS, Eun SJ, Whangbo TK, Kim JW, Cho YS, Kim JC.","Int Neurourol J. 2017 Mar 24;21(1):29-37. doi: 10.5213/inj.1734826.413.","Kim SJ","Int Neurourol J","2017","2017/04/01","PMC5380825","","10.5213/inj.1734826.413"
"28361159","Evaluation of Adjusted and Unadjusted Indirect Comparison Methods in Benefit Assessment. A Simulation Study for Time-to-event Endpoints","Kühnast S, Schiffner-Rohe J, Rahnenführer J, Leverkus F.","Methods Inf Med. 2017 May 18;56(3):261-267. doi: 10.3414/ME15-02-0016. Epub 2017 Mar 31.","Kühnast S","Methods Inf Med","2017","2017/04/01","","","10.3414/ME15-02-0016"
"28350241","Comparative effectiveness of delayed-release dimethyl fumarate versus glatiramer acetate in multiple sclerosis patients: results of a matching-adjusted indirect comparison","Chan A, Cutter G, Fox RJ, Xiao J, Lewin JB, Edwards MR.","J Comp Eff Res. 2017 Jun;6(4):313-323. doi: 10.2217/cer-2016-0085. Epub 2017 Mar 28.","Chan A","J Comp Eff Res","2017","2017/03/29","","","10.2217/cer-2016-0085"
"28294636","Indirect treatment comparison of two non-invasive patient-controlled analgesia treatments for acute post-operative pain management","Katz P, Takyar S, Palmer P, Liedgens H.","Curr Med Res Opin. 2017 May;33(5):911-918. doi: 10.1080/03007995.2017.1294560. Epub 2017 Mar 15.","Katz P","Curr Med Res Opin","2017","2017/03/16","","","10.1080/03007995.2017.1294560"
"28283987","Evaluating the Feasibility of Use of a Foreign Reference Product for Generic Drug Applications: A Retrospective Pilot Study","Wang YL, Hsu LF.","Eur J Drug Metab Pharmacokinet. 2017 Dec;42(6):935-942. doi: 10.1007/s13318-017-0409-y.","Wang YL","Eur J Drug Metab Pharmacokinet","2017","2017/03/12","","","10.1007/s13318-017-0409-y"
"28273772","Indirect comparisons of treatment effects: Network meta-analyses","Sormani MP.","Mult Scler. 2017 Apr;23(4):510-512. doi: 10.1177/1352458517690272. Epub 2017 Feb 17.","Sormani MP","Mult Scler","2017","2017/03/10","","","10.1177/1352458517690272"
"28272725","[Comparison of the cost-utility of direct oral anticoagulants for the prevention of stroke in patients with atrial fibrillation in Spain]","Monreal-Bosch M, Soulard S, Crespo C, Brand S, Kansal A.","Rev Neurol. 2017 Mar 16;64(6):247-256.","Monreal-Bosch M","Rev Neurol","2017","2017/03/09","","",""
"28265459","Indirect tolerability comparison of Deutetrabenazine and Tetrabenazine for Huntington disease","Claassen DO, Carroll B, De Boer LM, Wu E, Ayyagari R, Gandhi S, Stamler D.","J Clin Mov Disord. 2017 Mar 1;4:3. doi: 10.1186/s40734-017-0051-5. eCollection 2017.","Claassen DO","J Clin Mov Disord","2017","2017/03/08","PMC5331691","","10.1186/s40734-017-0051-5"
"28220521","Indirect treatment comparison (ITC) of medical therapies for an overactive bladder","Obloza A, Kirby J, Yates D, Toozs-Hobson P.","Neurourol Urodyn. 2017 Sep;36(7):1824-1831. doi: 10.1002/nau.23189. Epub 2017 Feb 21.","Obloza A","Neurourol Urodyn","2017","2017/02/22","","","10.1002/nau.23189"
"28137490","Comparative effectiveness of mepolizumab and omalizumab in severe asthma: An indirect treatment comparison","Cockle SM, Stynes G, Gunsoy NB, Parks D, Alfonso-Cristancho R, Wex J, Bradford ES, Albers FC, Willson J.","Respir Med. 2017 Feb;123:140-148. doi: 10.1016/j.rmed.2016.12.009. Epub 2016 Dec 21.","Cockle SM","Respir Med","2017","2017/02/01","","","10.1016/j.rmed.2016.12.009"
"28122640","Rational and design of an individual participant data meta-analysis of spinal manipulative therapy for chronic low back pain-a protocol","de Zoete A, de Boer MR, van Tulder MW, Rubinstein SM, Underwood M, Hayden JA, Kalter J, Ostelo R.","Syst Rev. 2017 Jan 26;6(1):21. doi: 10.1186/s13643-017-0413-y.","de Zoete A","Syst Rev","2017","2017/01/27","PMC5267437","","10.1186/s13643-017-0413-y"
"28096283","LABA/LAMA combination in COPD: a meta-analysis on the duration of treatment","Calzetta L, Rogliani P, Ora J, Puxeddu E, Cazzola M, Matera MG.","Eur Respir Rev. 2017 Jan 17;26(143):160043. doi: 10.1183/16000617.0043-2016. Print 2017 Jan.","Calzetta L","Eur Respir Rev","2017","2017/01/19","","","10.1183/16000617.0043-2016"
"28063135","Cost Effectiveness of Insulin Degludec Plus Liraglutide (IDegLira) in a Fixed Combination for Uncontrolled Type 2 Diabetes Mellitus in Sweden","Ericsson Å, Lundqvist A.","Appl Health Econ Health Policy. 2017 Apr;15(2):237-248. doi: 10.1007/s40258-016-0301-y.","Ericsson Å","Appl Health Econ Health Policy","2017","2017/01/08","PMC5343072","","10.1007/s40258-016-0301-y"
"28062113","Indirect Treatment Comparisons of Ibrutinib Versus Physician's Choice and Idelalisib Plus Ofatumumab in Patients With Previously Treated Chronic Lymphocytic Leukemia","Sorensen S, Wildgust M, Sengupta N, Trambitas C, Diels J, van Sanden S, Xu Y, Dorman E.","Clin Ther. 2017 Jan;39(1):178-189.e5. doi: 10.1016/j.clinthera.2016.12.001. Epub 2017 Jan 3.","Sorensen S","Clin Ther","2017","2017/01/08","","","10.1016/j.clinthera.2016.12.001"
"28052762","Indirect treatment comparison of dabrafenib plus trametinib versus vemurafenib plus cobimetinib in previously untreated metastatic melanoma patients","Daud A, Gill J, Kamra S, Chen L, Ahuja A.","J Hematol Oncol. 2017 Jan 4;10(1):3. doi: 10.1186/s13045-016-0369-8.","Daud A","J Hematol Oncol","2017","2017/01/06","PMC5209913","","10.1186/s13045-016-0369-8"
"28000169","Relative Efficacy of Granulocyte-Macrophage Colony-Stimulating Factor, Dacarbazine, and Glycoprotein 100 in Metastatic Melanoma: An Indirect Treatment Comparison","Quinn C, Ma Q, Kudlac A, Palmer S, Barber B, Zhao Z.","Adv Ther. 2017 Feb;34(2):495-512. doi: 10.1007/s12325-016-0464-9. Epub 2016 Dec 20.","Quinn C","Adv Ther","2017","2016/12/22","PMC5331084","","10.1007/s12325-016-0464-9"
"27882214","Efficacy and safety of different doses of evolocumab in reducing low-density lipoprotein cholesterol levels: A meta-analysis","Cheng C, Sun S, Zhou Y, Yang X.","Biomed Rep. 2016 Nov;5(5):541-547. doi: 10.3892/br.2016.766. Epub 2016 Sep 29.","Cheng C","Biomed Rep","2016","2016/11/25","PMC5103663","","10.3892/br.2016.766"
"27868341","A single-arm trial indirect comparison investigation: a proof-of-concept method to predict venous leg ulcer healing time for a new acellular synthetic matrix matched to standard care control","Shannon R, Nelson A.","Int Wound J. 2017 Aug;14(4):729-741. doi: 10.1111/iwj.12687. Epub 2016 Nov 20.","Shannon R","Int Wound J","2017","2016/11/22","PMC7949811","","10.1111/iwj.12687"
"27866023","Direct and adjusted indirect comparisons of perioperative mortality after sutureless or rapid-deployment aortic valve replacement versus transcatheter aortic valve implantation","Takagi H, Ando T, Umemoto T; ALICE (All-Literature Investigation of Cardiovascular Evidence) Group.","Int J Cardiol. 2017 Feb 1;228:327-334. doi: 10.1016/j.ijcard.2016.11.253. Epub 2016 Nov 12.","Takagi H","Int J Cardiol","2017","2016/11/21","","","10.1016/j.ijcard.2016.11.253"
"27848997","Epidemiology Characteristics, Methodological Assessment and Reporting of Statistical Analysis of Network Meta-Analyses in the Field of Cancer","Ge L, Tian JH, Li XX, Song F, Li L, Zhang J, Li G, Pei GQ, Qiu X, Yang KH.","Sci Rep. 2016 Nov 16;6:37208. doi: 10.1038/srep37208.","Ge L","Sci Rep","2016","2016/11/17","PMC5111127","","10.1038/srep37208"
"27806087","Cost-Effectiveness of Dapagliflozin versus Acarbose as a Monotherapy in Type 2 Diabetes in China","Gu S, Mu Y, Zhai S, Zeng Y, Zhen X, Dong H.","PLoS One. 2016 Nov 2;11(11):e0165629. doi: 10.1371/journal.pone.0165629. eCollection 2016.","Gu S","PLoS One","2016","2016/11/03","PMC5091768","","10.1371/journal.pone.0165629"
"27734713","Lenvatinib for the treatment of radioiodine-refractory differentiated thyroid carcinoma: a systematic review and indirect comparison with sorafenib","Kawalec P, Malinowska-Lipień I, Brzostek T, Kózka M.","Expert Rev Anticancer Ther. 2016 Dec;16(12):1303-1309. doi: 10.1080/14737140.2016.1247697. Epub 2016 Oct 28.","Kawalec P","Expert Rev Anticancer Ther","2016","2016/10/14","","","10.1080/14737140.2016.1247697"
"27543806","A common reference-based indirect comparison meta-analysis of eslicarbazepine versus lacosamide as add on treatments for focal epilepsy","Brigo F, Trinka E, Bragazzi NL, Nardone R, Milan A, Grillo E.","Epilepsy Res. 2016 Nov;127:12-18. doi: 10.1016/j.eplepsyres.2016.08.006. Epub 2016 Aug 11.","Brigo F","Epilepsy Res","2016","2016/08/21","","","10.1016/j.eplepsyres.2016.08.006"
"27352420","Bucher's indirect comparison of daylight photodynamic therapy with methyl aminolevulinate cream versus diclofenac plus hyaluronic acid gel for the treatment of multiple actinic keratosis","Calzavara-Pinton P, Zane C, Pacou M, Szeimies RM.","Eur J Dermatol. 2016 Oct 1;26(5):487-492. doi: 10.1684/ejd.2016.2822.","Calzavara-Pinton P","Eur J Dermatol","2016","2016/06/29","","","10.1684/ejd.2016.2822"
"27657652","Cost-effectiveness of obinutuzumab for chronic lymphocytic leukaemia in The Netherlands","Blommestein HM, de Groot S, Aarts MJ, Vemer P, de Vries R, van Abeelen AF, Posthuma EF, Uyl-de Groot CA.","Leuk Res. 2016 Nov;50:37-45. doi: 10.1016/j.leukres.2016.09.005. Epub 2016 Sep 3.","Blommestein HM","Leuk Res","2016","2016/09/23","","","10.1016/j.leukres.2016.09.005"
"27778240","Economic Evaluations of Pharmaceuticals Granted a Marketing Authorisation Without the Results of Randomised Trials: A Systematic Review and Taxonomy","Hatswell AJ, Freemantle N, Baio G.","Pharmacoeconomics. 2017 Feb;35(2):163-176. doi: 10.1007/s40273-016-0460-6.","Hatswell AJ","Pharmacoeconomics","2017","2016/10/26","","","10.1007/s40273-016-0460-6"
"27736657","Direct and indirect comparison meta-analysis of levetiracetam versus phenytoin or valproate for convulsive status epilepticus","Brigo F, Bragazzi N, Nardone R, Trinka E.","Epilepsy Behav. 2016 Nov;64(Pt A):110-115. doi: 10.1016/j.yebeh.2016.09.030. Epub 2016 Oct 11.","Brigo F","Epilepsy Behav","2016","2016/10/14","","","10.1016/j.yebeh.2016.09.030"
"27733070","Comparative effectiveness using a matching-adjusted indirect comparison between delayed-release dimethyl fumarate and fingolimod for the treatment of multiple sclerosis","Fox RJ, Chan A, Zhang A, Xiao J, Levison D, Lewin JB, Edwards MR, Marantz JL.","Curr Med Res Opin. 2017 Feb;33(2):175-183. doi: 10.1080/03007995.2016.1248380. Epub 2016 Nov 10.","Fox RJ","Curr Med Res Opin","2017","2016/10/14","","","10.1080/03007995.2016.1248380"
"27716074","Methods for network meta-analysis of continuous outcomes using individual patient data: a case study in acupuncture for chronic pain","Saramago P, Woods B, Weatherly H, Manca A, Sculpher M, Khan K, Vickers AJ, MacPherson H.","BMC Med Res Methodol. 2016 Oct 6;16(1):131. doi: 10.1186/s12874-016-0224-1.","Saramago P","BMC Med Res Methodol","2016","2016/10/08","PMC5053345","","10.1186/s12874-016-0224-1"
"27710868","Efficacy and tolerability of brivaracetam compared to lacosamide, eslicarbazepine acetate, and perampanel as adjunctive treatments in uncontrolled focal epilepsy: Results of an indirect comparison meta-analysis of RCTs","Brigo F, Bragazzi NL, Nardone R, Trinka E.","Seizure. 2016 Nov;42:29-37. doi: 10.1016/j.seizure.2016.08.007. Epub 2016 Sep 24.","Brigo F","Seizure","2016","2016/10/07","","","10.1016/j.seizure.2016.08.007"
"27676174","Post-gemcitabine therapy for patients with advanced pancreatic cancer - A comparative review of randomized trials evaluating oxaliplatin- and/or irinotecan-containing regimens","Vogel A, Ciardiello F, Hubner RA, Blanc JF, Carrato A, Yang Y, Patel DA, Ektare V, de Jong FA, Gill S.","Cancer Treat Rev. 2016 Nov;50:142-147. doi: 10.1016/j.ctrv.2016.09.001. Epub 2016 Sep 9.","Vogel A","Cancer Treat Rev","2016","2016/09/28","","","10.1016/j.ctrv.2016.09.001"
"27646863","Interchangeability between first-line generic antiretroviral products prequalified by WHO using adjusted indirect comparisons","Gwaza L, Gordon J, Welink J, Potthast H, Leufkens H, Stahl M, García-Arieta A.","Antivir Ther. 2017;22(2):135-144. doi: 10.3851/IMP3089. Epub 2016 Sep 20.","Gwaza L","Antivir Ther","2017","2016/09/21","","","10.3851/IMP3089"
"27620206","Evaluating Matching-Adjusted Indirect Comparisons in Practice: A Case Study of Patients with Attention-Deficit/Hyperactivity Disorder","Shafrin J, Shrestha A, Chandra A, Erder MH, Sikirica V.","Health Econ. 2017 Nov;26(11):1459-1466. doi: 10.1002/hec.3408. Epub 2016 Sep 13.","Shafrin J","Health Econ","2017","2016/09/14","","","10.1002/hec.3408"
"27565278","Cost-Effectiveness of Eltrombopag versus Romiplostim for the Treatment of Chronic Immune Thrombocytopenia in England and Wales","Allen R, Bryden P, Grotzinger KM, Stapelkamp C, Woods B.","Value Health. 2016 Jul-Aug;19(5):614-22. doi: 10.1016/j.jval.2016.03.1856. Epub 2016 May 11.","Allen R","Value Health","2016","2016/08/28","","","10.1016/j.jval.2016.03.1856"
"27562480","Meta-analysis: adjusted indirect comparison of drug-eluting bead transarterial chemoembolization versus (90)Y-radioembolization for hepatocellular carcinoma","Ludwig JM, Zhang D, Xing M, Kim HS.","Eur Radiol. 2017 May;27(5):2031-2041. doi: 10.1007/s00330-016-4548-3. Epub 2016 Aug 25.","Ludwig JM","Eur Radiol","2017","2016/08/27","","","10.1007/s00330-016-4548-3"
"27550239","Panobinostat Plus Bortezomib Versus Lenalidomide in Patients with Relapsed and/or Refractory Multiple Myeloma: A Matching-Adjusted Indirect Treatment Comparison of Survival Outcomes using Patient-level Data","Majer I, van de Wetering G, Polanyi Z, Krishna A, Gray E, Roy A.","Appl Health Econ Health Policy. 2017 Feb;15(1):45-55. doi: 10.1007/s40258-016-0271-0.","Majer I","Appl Health Econ Health Policy","2017","2016/08/24","","","10.1007/s40258-016-0271-0"
"27529762","GetReal in mathematical modelling: a review of studies predicting drug effectiveness in the real world","Panayidou K, Gsteiger S, Egger M, Kilcher G, Carreras M, Efthimiou O, Debray TP, Trelle S, Hummel N; GetReal methods review group.","Res Synth Methods. 2016 Sep;7(3):264-77. doi: 10.1002/jrsm.1202. Epub 2016 Aug 16.","Panayidou K","Res Synth Methods","2016","2016/08/17","PMC5129568","","10.1002/jrsm.1202"
"27487843","An overview of methods for network meta-analysis using individual participant data: when do benefits arise?","Debray TP, Schuit E, Efthimiou O, Reitsma JB, Ioannidis JP, Salanti G, Moons KG; GetReal Workpackage.","Stat Methods Med Res. 2018 May;27(5):1351-1364. doi: 10.1177/0962280216660741. Epub 2016 Aug 11.","Debray TP","Stat Methods Med Res","2018","2016/08/05","","","10.1177/0962280216660741"
"27583319","Wounds research for patient benefit: a 5-year programme of research","Cullum N, Buckley H, Dumville J, Hall J, Lamb K, Madden M, Morley R, O’Meara S, Goncalves PS, Soares M, Stubbs N.","Southampton (UK): NIHR Journals Library; 2016 Aug.","Cullum N","Wounds research for patient benefit: a 5-year programme of research","2016","2016/08/01","","","10.3310/pgfar04130"
"27445511","Matching-adjusted indirect comparisons of efficacy of BAY 81-8973 vs two recombinant factor VIII for the prophylactic treatment of severe hemophilia A","Pocoski J, Li N, Ayyagari R, Church N, Maas Enriquez M, Xiang Q, Kelkar S, Du EX, Wu EQ, Xie J.","J Blood Med. 2016 Jul 4;7:129-37. doi: 10.2147/JBM.S104074. eCollection 2016.","Pocoski J","J Blood Med","2016","2016/07/23","PMC4938137","","10.2147/JBM.S104074"
"27384635","[Network meta-analysis: mixed and indirect treatment comparisons. a new method to the service of clinical epidemiology and public health]","García-Perdomo HA, Tobías A.","Rev Peru Med Exp Salud Publica. 2016 Mar;33(1):149-53.","García-Perdomo HA","Rev Peru Med Exp Salud Publica","2016","2016/07/08","","",""
"27366049","Baseline visual acuity strongly predicts visual acuity gain in patients with diabetic macular edema following anti-vascular endothelial growth factor treatment across trials","Dugel PU, Hillenkamp J, Sivaprasad S, Vögeler J, Mousseau MC, Wenzel A, Margaron P, Hashmonay R, Massin P.","Clin Ophthalmol. 2016 Jun 14;10:1103-10. doi: 10.2147/OPTH.S100764. eCollection 2016.","Dugel PU","Clin Ophthalmol","2016","2016/07/02","PMC4913960","","10.2147/OPTH.S100764"
"27325329","Cost-Effectiveness Model for Chemoimmunotherapy Options in Patients with Previously Untreated Chronic Lymphocytic Leukemia Unsuitable for Full-Dose Fludarabine-Based Therapy","Becker U, Briggs AH, Moreno SG, Ray JA, Ngo P, Samanta K.","Value Health. 2016 Jun;19(4):374-82. doi: 10.1016/j.jval.2015.12.018. Epub 2016 Mar 4.","Becker U","Value Health","2016","2016/06/22","","","10.1016/j.jval.2015.12.018"
"27289476","The Clinical and Cost Effectiveness of Vortioxetine for the Treatment of a Major Depressive Episode in Patients With Failed Prior Antidepressant Therapy: A Critique of the Evidence","Lomas J, Llewellyn A, Soares M, Simmonds M, Wright K, Eastwood A, Palmer S.","Pharmacoeconomics. 2016 Sep;34(9):901-12. doi: 10.1007/s40273-016-0417-9.","Lomas J","Pharmacoeconomics","2016","2016/06/13","","","10.1007/s40273-016-0417-9"
