doi	section	ITC num	Ind studies num	questions	decision	PMID
10.1186/s40164-022-00268-z	study_information	NA	2	Patient-level data used	No	NA
10.1186/s40164-022-00268-z	study_information	NA	2	Clinical Trial	Yes	NA
10.1186/s40164-022-00268-z	study_information	NA	2	NCT (only for clinical trial registered on clinicaltrials.gov)	NCT02445248	NA
10.1186/s40164-022-00268-z	study_information	NA	2	Phase of the clinical trial (clinical trial only)	2	NA
10.1186/s40164-022-00268-z	study_information	NA	2	Number of treatment arms (clinical trial only)	1	NA
10.1186/s40164-022-00268-z	study_information	NA	2	Country where the clinical trial/observational study was conducted (international if more than one)	XXXX	NA
10.1186/s40734-017-0051-5	general_information	NA	NA	Medical Condition of Interest Name	huntington disease	NA
10.1186/s40734-017-0051-5	general_information	NA	NA	Countries of first author affiliations	usa	NA
10.1186/s40734-017-0051-5	general_information	NA	NA	Countries of last author affiliations	usa	NA
10.1186/s40734-017-0051-5	general_information	NA	NA	Positions of study investigators (for any authors of the article, any that applies)	Academic, Pharmaceutical Industry, Private Data Analysis Company	NA
10.1186/s40734-017-0051-5	general_information	NA	NA	At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company	Yes	NA
10.1186/s40734-017-0051-5	general_information	NA	NA	Mentioned sources of funding	Pharmaceutical Industry	NA
10.1186/s40734-017-0051-5	general_information	NA	NA	Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article	Yes	NA
10.1186/s40734-017-0051-5	general_information	NA	NA	Mention of a systematic review to find the studies to compare treatments of interest	No	NA
10.1186/s40734-017-0051-5	methodology	1	NA	Treatment name 1	deutetrabenazine	28265459
10.1186/s40734-017-0051-5	methodology	1	NA	Study 'number(s)' for treatment 1	1	28265459
10.1186/s40734-017-0051-5	methodology	1	NA	Treatment name 2	tetrabenazine	28265459
10.1186/s40734-017-0051-5	methodology	1	NA	Study 'number(s)' for treatment 2	2	28265459
10.1186/s40734-017-0051-5	methodology	1	NA	Type of population-adjusted indirect comparisons performed	MAIC	28265459
10.1186/s40734-017-0051-5	methodology	1	NA	Anchored comparison?	Yes	28265459
10.1186/s40734-017-0051-5	methodology	1	NA	Form of the indirect comparison	Simple (ie treatments effects extracted from two studies)	28265459
10.1186/s40734-017-0051-5	methodology	1	NA	Definition of a single primary outcome for the indirect comparison	No primary outcome defined, or multiple primary outcomes without any clear distinction between them	28265459
10.1186/s40734-017-0051-5	methodology	1	NA	Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined)	NA	28265459
10.1186/s40734-017-0051-5	methodology	1	NA	Primary outcome: variable type	Binary (eg rates)	28265459
10.1186/s40734-017-0051-5	methodology	1	NA	Justification for selecting variables to be included in the adjustment model (in the main text)	NA	28265459
10.1186/s40734-017-0051-5	methodology	1	NA	Inclusion of prognostic factors in the adjustment/matching model	No discussion (in the main text) of the status of prognostic factors of the variables	28265459
10.1186/s40734-017-0051-5	methodology	1	NA	Inclusion of treatment-effect modifiers in the adjustment/matching model	No discussion (in the main text) of the status of treatment-effect modifiers of the variables	28265459
10.1186/s40734-017-0051-5	methodology	1	NA	Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc)	No	28265459
10.1186/s40734-017-0051-5	methodology	1	NA	Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale)	No	28265459
10.1186/s40734-017-0051-5	results	1	NA	Sample size of the population of interest in the non IPD treatment arm	54	28265459
10.1186/s40734-017-0051-5	results	1	NA	If anchored comparison, sample size of the population of interest in the non IPD treatment anchor arm	30	28265459
10.1186/s40734-017-0051-5	results	1	NA	Initial sample size of the population of interest in the IPD treatment arm	45	28265459
10.1186/s40734-017-0051-5	results	1	NA	If anchored comparison, initial sample size of the population of interest in the IPD anchor arm	NA	28265459
10.1186/s40734-017-0051-5	results	1	NA	Reporting of a weights' distribution evaluation (MAIC)	Not mentioned	28265459
10.1186/s40734-017-0051-5	results	1	NA	Reporting of the list of the covariates adjusted for/matched on	Yes	28265459
10.1186/s40734-017-0051-5	results	1	NA	Number of covariates adjusted for/matched on	3	28265459
10.1186/s40734-017-0051-5	results	1	NA	Covariates adjusted for/matched on in the indirect comparison	Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease)	28265459
10.1186/s40734-017-0051-5	results	1	NA	Primary outcome: treatment effect contrast	Risk difference	28265459
10.1186/s40734-017-0051-5	results	1	NA	Direction of the treatment effect contrast: IPD treatment is:	Numerator if ratio, or left side if difference	28265459
10.1186/s40734-017-0051-5	results	1	NA	Primary outcome: unadjusted treatment effect	NA	28265459
10.1186/s40734-017-0051-5	results	1	NA	p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])	NA	28265459
10.1186/s40734-017-0051-5	results	1	NA	Primary outcome: adjusted treatment effect	NA	28265459
10.1186/s40734-017-0051-5	results	1	NA	p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])	NA	28265459
10.1186/s40734-017-0051-5	results	1	NA	Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC	NA	28265459
10.1186/s40734-017-0051-5	study_information	NA	1	Patient-level data used	Yes	NA
10.1186/s40734-017-0051-5	study_information	NA	1	Clinical Trial	Yes	NA
10.1186/s40734-017-0051-5	study_information	NA	1	NCT (only for clinical trial registered on clinicaltrials.gov)	NCT01795859	NA
10.1186/s40734-017-0051-5	study_information	NA	1	Country where the clinical trial/observational study was conducted (international if more than one)	international	NA
10.1186/s40734-017-0051-5	study_information	NA	1	Phase of the clinical trial (clinical trial only)	3	NA
10.1186/s40734-017-0051-5	study_information	NA	1	Number of treatment arms (clinical trial only)	2 or more	NA
10.1186/s40734-017-0051-5	study_information	NA	2	Patient-level data used	No	NA
10.1186/s40734-017-0051-5	study_information	NA	2	Clinical Trial	Yes	NA
10.1186/s40734-017-0051-5	study_information	NA	2	NCT (only for clinical trial registered on clinicaltrials.gov)	NCT00219804	NA
10.1186/s40734-017-0051-5	study_information	NA	2	Phase of the clinical trial (clinical trial only)	3	NA
10.1186/s40734-017-0051-5	study_information	NA	2	Number of treatment arms (clinical trial only)	2 or more	NA
10.1186/s40734-017-0051-5	study_information	NA	2	Country where the clinical trial/observational study was conducted (international if more than one)	NA	NA
10.1210/clinem/dgab905	general_information	NA	NA	Medical Condition of Interest Name	type 2 diabetes	NA
10.1210/clinem/dgab905	general_information	NA	NA	Countries of first author affiliations	usa	NA
10.1210/clinem/dgab905	general_information	NA	NA	Countries of last author affiliations	usa	NA
10.1210/clinem/dgab905	general_information	NA	NA	Positions of study investigators (for any authors of the article, any that applies)	Academic, Pharmaceutical Industry, Private Data Analysis Company	NA
10.1210/clinem/dgab905	general_information	NA	NA	At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company	Yes	NA
10.1210/clinem/dgab905	general_information	NA	NA	Mentioned sources of funding	Pharmaceutical Industry	NA
10.1210/clinem/dgab905	general_information	NA	NA	Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article	Yes	NA
10.1210/clinem/dgab905	general_information	NA	NA	Mention of a systematic review to find the studies to compare treatments of interest	No	NA
10.1210/clinem/dgab905	general_information	NA	NA	Medical Condition of Interest Name	type 2 diabetes	NA
10.1210/clinem/dgab905	general_information	NA	NA	Countries of first author affiliations	usa	NA
10.1210/clinem/dgab905	general_information	NA	NA	Countries of last author affiliations	usa	NA
10.1210/clinem/dgab905	general_information	NA	NA	Positions of study investigators (for any authors of the article, any that applies)	XXXX	NA
10.1210/clinem/dgab905	general_information	NA	NA	At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company	XXXX	NA
10.1210/clinem/dgab905	general_information	NA	NA	Mentioned sources of funding	Pharmaceutical Industry	NA
10.1210/clinem/dgab905	general_information	NA	NA	Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article	Yes	NA
10.1210/clinem/dgab905	general_information	NA	NA	Mention of a systematic review to find the studies to compare treatments of interest	No	NA
10.1210/clinem/dgab905	methodology	1	NA	Treatment name 1	semaglutide 2.0 mg	NA
10.1210/clinem/dgab905	methodology	1	NA	Study 'number(s)' for treatment 1	1	NA
10.1210/clinem/dgab905	methodology	1	NA	Treatment name 2	dulaglutide 3.0 mg	NA
10.1210/clinem/dgab905	methodology	1	NA	Study 'number(s)' for treatment 2	3	NA
10.1210/clinem/dgab905	methodology	1	NA	Type of population-adjusted indirect comparisons performed	Multilevel network meta-regression	NA
10.1210/clinem/dgab905	methodology	1	NA	Anchored comparison?	Yes	NA
10.1210/clinem/dgab905	methodology	1	NA	Form of the indirect comparison	Larger network (ie involving more than 2 studies)	NA
10.1210/clinem/dgab905	methodology	1	NA	Definition of a single primary outcome for the indirect comparison	No primary outcome defined, or multiple primary outcomes without any clear distinction between them	NA
10.1210/clinem/dgab905	methodology	1	NA	Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined)	change from baseline in hba1c	NA
10.1210/clinem/dgab905	methodology	1	NA	Primary outcome: variable type	Continuous (count, mean, ...)	NA
10.1210/clinem/dgab905	methodology	1	NA	Justification for selecting variables to be included in the adjustment model (in the main text)	Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)	NA
10.1210/clinem/dgab905	methodology	1	NA	Inclusion of prognostic factors in the adjustment/matching model	No	NA
10.1210/clinem/dgab905	methodology	1	NA	Inclusion of treatment-effect modifiers in the adjustment/matching model	Yes	NA
10.1210/clinem/dgab905	methodology	1	NA	Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale)	No	NA
10.1210/clinem/dgab905	methodology	1	NA	Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc)	NA	NA
10.1210/clinem/dgab905	methodology	2	NA	Treatment name 1	semaglutide 2.0 mg	NA
10.1210/clinem/dgab905	methodology	2	NA	Study 'number(s)' for treatment 1	1	NA
10.1210/clinem/dgab905	methodology	2	NA	Treatment name 2	dulaglutide 4.5 mg	NA
10.1210/clinem/dgab905	methodology	2	NA	Study 'number(s)' for treatment 2	3	NA
10.1210/clinem/dgab905	methodology	2	NA	Type of population-adjusted indirect comparisons performed	Multilevel network meta-regression	NA
10.1210/clinem/dgab905	methodology	2	NA	Anchored comparison?	Yes	NA
10.1210/clinem/dgab905	methodology	2	NA	Form of the indirect comparison	Larger network (ie involving more than 2 studies)	NA
10.1210/clinem/dgab905	methodology	2	NA	Definition of a single primary outcome for the indirect comparison	No primary outcome defined, or multiple primary outcomes without any clear distinction between them	NA
10.1210/clinem/dgab905	methodology	2	NA	Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined)	change from baseline in hba1c	NA
10.1210/clinem/dgab905	methodology	2	NA	Primary outcome: variable type	Continuous (count, mean, ...)	NA
10.1210/clinem/dgab905	methodology	2	NA	Justification for selecting variables to be included in the adjustment model (in the main text)	Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)	NA
