Edit URL,Timestamp,itc_number,DOI of the article,Initials of the reviewer filling the form ,Medical Condition of Interest Name,Countries of first author affiliations,Countries of last author affiliations,"Positions of study investigators (for any authors of the article, any that applies)","At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company",Mentioned sources of funding,"Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article",Mention of a systematic review to find the studies to compare treatments of interest,study_number,Patient-level data used,Clinical Trial,NCT (only for clinical trial registered on clinicaltrials.gov),EudraCT (only for clinical trials registered on clinicaltrialsregister.eu,Data source name (only if observational study or clinical trial without NCT),Country where the clinical trial/observational study was conducted (international if more than one),Phase of the clinical trial (clinical trial only),Number of treatment arms (clinical trial only),study_number,Patient-level data used,Clinical Trial,NCT (only for clinical trial registered on clinicaltrials.gov),EudraCT (only for clinical trials registered on clinicaltrialsregister.eu,Data source name (only if observational study or clinical trial without NCT),Country where the clinical trial/observational study was conducted (international if more than one),Phase of the clinical trial (clinical trial only),Number of treatment arms (clinical trial only),study_number,Patient-level data used,Clinical Trial,NCT (only for clinical trial registered on clinicaltrials.gov),EudraCT (only for clinical trials registered on clinicaltrialsregister.eu,Data source name (only if observational study or clinical trial without NCT),Country where the clinical trial/observational study was conducted (international if more than one),Phase of the clinical trial (clinical trial only),Number of treatment arms (clinical trial only),study_number,Patient-level data used,Clinical Trial,NCT (only for clinical trial registered on clinicaltrials.gov),EudraCT (only for clinical trials registered on clinicaltrialsregister.eu,Data source name (only if observational study or clinical trial without NCT),Country where the clinical trial/observational study was conducted (international if more than one),Phase of the clinical trial (clinical trial only),Number of treatment arms (clinical trial only),study_number,Patient-level data used,Clinical Trial,NCT (only for clinical trial registered on clinicaltrials.gov),EudraCT (only for clinical trials registered on clinicaltrialsregister.eu,Data source name (only if observational study or clinical trial without NCT),Country where the clinical trial/observational study was conducted (international if more than one),Phase of the clinical trial (clinical trial only),Number of treatment arms (clinical trial only),Treatment name 1,Study 'number(s)' for treatment 1,Treatment name 2 ,Study 'number(s)' for treatment 2,Type of population-adjusted indirect comparisons performed,Anchored comparison?,Form of the indirect comparison,Definition of a single primary outcome for the indirect comparison,Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined),Primary outcome: variable type,Justification for selecting variables to be included in the adjustment model (in the main text),Inclusion of prognostic factors in the adjustment/matching model,Inclusion of treatment-effect modifiers in the adjustment/matching model,"Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc)",Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale),Sample size of the population of interest in the non IPD treatment arm ,"If anchored comparison, sample size of the population of interest in the non IPD treatment anchor arm",Initial sample size of the population of interest in the IPD treatment arm,"Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC","If anchored comparison, initial sample size of the population of interest in the IPD anchor arm","If anchored comparison, effective sample size after reweighting for MAIC; or sample size used in the regression model for STC in the IPD anchor arm",Reporting of a weights' distribution evaluation (MAIC),Reporting of the list of the covariates adjusted for/matched on,Number of covariates adjusted for/matched on,Covariates adjusted for/matched on in the indirect comparison,Primary outcome: treatment effect contrast,Direction of the treatment effect contrast: IPD treatment is:,Primary outcome: unadjusted treatment effect,"p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])",Primary outcome: adjusted treatment effect,"p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])",Notes,Original Timestamp
,19/08/2022 14:25:15,4,10.1080/03007995.2018.1520696,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brigatinib,1,alectinib,5,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Objective response rate,Binary (eg rates),"A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion), Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)",Yes,Yes,No,No,138,,110,70.7,,,"Yes, mentions that the weights distribution has been studied, but weights distribution not reported",Yes,8,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity, Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest, Other(s)",OR,"Numerator if ratio, or left side if difference",1.47,0.133,1.44,0.212,Smoking status = other,
,19/08/2022 15:16:33,1,10.2217/cer-2018-0020,BZ,Advanced pancreatic neuroendocrine tumors,Canada,UK,"Academic, Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,No,1,Yes,Yes,NCT00428597,,,International,3,2 or more,2,No,Yes,NCT00510068,,,International,3,2 or more,,,,,,,,,,,,,,,,,,,,,,,,,,,,sunitinib,1,everolimus,2,MAIC,Yes,Simple (ie treatments effects extracted from two studies),Yes,Progression-free survival,Time-to-event,"Nothing mentioned, not reported",No,Yes,No,No,207,203,86,43,85,31,Not mentioned,Yes,12,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity, Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest",HR,"Numerator if ratio, or left side if difference",1.2,[0.72;2.01],0.85,[0.39;1.89],,
,19/08/2022 15:27:31,2,10.2217/cer-2018-0020,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sunitinib,1,everolimus,2,MAIC,No,Simple (ie treatments effects extracted from two studies),Yes,Overall survival,Time-to-event,"Nothing mentioned, not reported",Yes,Yes,No,No,207,,86,NA,,,Not mentioned,Yes,12,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity, Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest",HR,"Numerator if ratio, or left side if difference",1.03,[0.75;1.42],0.82,[0.53;1.27],Predictor = prognostic factor ??,
,19/08/2022 16:43:03,1,10.1007/s12325-018-0734-9,BZ,Advanced or Metastatic Non-Small-Cell Lung Cancer,USA,USA,"Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,Yes,1,Yes,Yes,NCT01336634,,,International,2,2 or more,2,No,Yes,NCT01673867,,,International,3,2 or more,,,,,,,,,,,,,,,,,,,,,,,,,,,,dabrafenib + trametinib,1,Nivolumab,2,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Overall response rate,Binary (eg rates),"A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion), Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)",Yes,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,290,,57,NA,,,Not mentioned,Yes,9,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity, Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest, Other(s)",,,NA,NA,NA,NA,"Smoking history = other covariate

Pas de résultats de la comparaison entre dabrafenib+trametinib vs nivolumab dans l'article, les résultats sont inclus ans la NMA, ce qui donne :

OR(Overall response rate) Dabrafenib + trametinib vs Docetaxel (comparateur commun dans la NMA) = 13.21 [5.47;33.02]

OR(Overall response rate) Nivolumab vs Docetaxel (comparateur commun dans la NMA) = 1.68 [1.07;2.67]",
,22/08/2022 12:15:51,1,10.1007/s40258-016-0271-0,BZ,Relapsed and/or Refractory Multiple Myeloma,The Netherlands,USA,"Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,Yes,1,Yes,Yes,NCT01023308,,,International,3,2 or more,2,No,Yes,NCT00056160,,,International,3,2 or more,3,No,Yes,NCT00424047,,,International,3,2 or more,x,No,Yes,NCT01311687,,,International,3,2 or more,,,,,,,,,,Panobinostat + Bortezomib + Dexamethasone,1,Lenalidomide + Dexamethasone,2;3,MAIC,No,"Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)","No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Progression-free survival,Time-to-event,"A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion), Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)",No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,220,,142,138,,,Not mentioned,Yes,4,"Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Past treatments for the disease of interest",HR,"Numerator if ratio, or left side if difference",,,0.96,[0.72;1.28],,
,22/08/2022 12:23:45,xx,10.1007/s40258-016-0271-0,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Panobinostat + Bortezomib + Dexamethasone,1,Pomalidomide + Dexamethasone,4,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Progression-free survival,Time-to-event,"A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion), Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)",No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,302,,29,NA,,,Not mentioned,,,,HR,"Numerator if ratio, or left side if difference",,,0.73,[0.46;1.17],"No matching of baseline patient characteristics was per-
formed besides preselecting PAN + BTZ + DEX patients
with at least two prior lines of treatment including BTZ and
LEN. + due to the
limited sample size for PAN ? BTZ ? DEX, the results
were affected by large uncertainty and did not allow
making robust inferences.",
,22/08/2022 13:03:30,1,10.1007/s12325-017-0564-1,BZ,Chronic Lymphocytic Leukemia,Belgium,UK,Pharmaceutical Industry / Medical device company,Not mentioned,Pharmaceutical Industry,Yes,No,1,Yes,Yes,NCT01722487,,,International,3,2 or more,2,No,Yes,NCT01010061,,,International,3,2 or more,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ibrutinib,1,Obinutuzumab + Chlorambucil,2,MAIC,Yes,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Progression-free survival by investigator assessment,Time-to-event,A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion),Yes,Yes,No,No,NA,NA,NA,NA,NA,NA,Not mentioned,Yes,11,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Comorbidities and medical history (beside pathology/disease of interest in the comparison)",HR,"Numerator if ratio, or left side if difference",0.48,[0.22;1.02],0.12,[0.02;0.97],"Creatinine clearance = comorbidities

Effectif non IPD (intervention + placebo ) = 589
Initial sample size IPD (intervention + placebo ) = 115
ESS IPD (intervention + placebo ) = 35

HR for PFS by  IRC assessment :
Naive Analysis = 0.85 [0.44;1.63]
MAIC = 0.24 [0.04;1.35]",
,22/08/2022 15:27:03,1,10.1007/s40744-018-0106-6,BZ,Psoriatic Arthritis,Australia,Switzerland,"Academic, Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,Yes,1,Yes,Yes,NCT01752634,,,International,3,2 or more,2,No,Yes,NCT00195689,,,USA,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secukinumab 150 mg,1,Adalimumab,2,MAIC,Yes,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",ACR 20 response rate at week 12,Binary (eg rates),"Status of prognostic factor/treatment effect modified assessed in the IPD dataset, A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion), Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)",Yes,Yes,Yes,No,151,162,100,36,98,27,Not mentioned,Yes,11,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity, Past treatments for the disease of interest, Other(s)",RR,"Numerator if ratio, or left side if difference",,,0.69,[0.34;1.43],"Anchored-MAIC of Sec 150 mg (ACR response rate at week 12)
Weight = other
ESSs for ancored and unanchored-MAIC are equals ?

""a principal analysis replicated the baseline characteristics of a previous MAIC between the same two trials"" ==> literature use for covariate selection",
,22/08/2022 15:30:45,2,10.1007/s40744-018-0106-6,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secukinumab 300 mg,1,Adalimumab,2,MAIC,Yes,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",ACR 20 response rate at week 12,Binary (eg rates),"Status of prognostic factor/treatment effect modified assessed in the IPD dataset, A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion), Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)",Yes,Yes,Yes,No,151,162,100,38,98,27,Not mentioned,Yes,11,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity, Past treatments for the disease of interest, Other(s)",RR,"Numerator if ratio, or left side if difference",,,0.61,[0.29;1.27],"Anchored-MAIC of Sec 300 mg (ACR response rate at week 12)
Weight = other
ESSs for ancored and unanchored-MAIC are equals ?

""a principal analysis replicated the baseline characteristics of a previous MAIC between the same two trials"" ==> literature use for covariate selection",
,22/08/2022 15:36:53,3,10.1007/s40744-018-0106-6,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secukinumab 150 mg,1,Adalimumab,2,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",ACR 20 response rate at week 16,Binary (eg rates),"Status of prognostic factor/treatment effect modified assessed in the IPD dataset, A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion), Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)",Yes,Yes,Yes,No,151,,100,36,,,Not mentioned,Yes,11,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity, Past treatments for the disease of interest, Other(s)",RR,"Numerator if ratio, or left side if difference",,,1.34,0.017,"Unanchored-MAIC of Sec 150 mg (ACR response rate at week 16)
Weight = other
ESSs for ancored and unanchored-MAIC are equals ?

""a principal analysis replicated the baseline characteristics of a previous MAIC between the same two trials"" ==> literature use for covariate selection",
,22/08/2022 15:41:28,4,10.1007/s40744-018-0106-6,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secukinumab 300 mg,1,Adalimumab,2,MAIC,Yes,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",ACR 50 response rate at week 16,Binary (eg rates),"Status of prognostic factor/treatment effect modified assessed in the IPD dataset, A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion), Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)",Yes,Yes,Yes,No,151,,100,38,,,Not mentioned,Yes,11,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity, Past treatments for the disease of interest, Other(s)",RR,"Numerator if ratio, or left side if difference",,,1.54,0.03,"Unanchored-MAIC of Sec 300 mg (ACR response rate at week 16)
Weight = other
ESSs for ancored and unanchored-MAIC are equals ?

""""a principal analysis replicated the baseline characteristics of a previous MAIC between the same two trials"""" ==> literature use for covariate selection",
,22/08/2022 16:36:49,1,03007995.2016.1248380,BZ,Multiple sclerosis,USA,US,"Academic, Pharmaceutical Industry / Medical device company",Not mentioned,Pharmaceutical Industry,Yes,No,1,Yes,Yes,NCT00420212,,,International,3,2 or more,2,Yes,Yes,NCT00451451,,,International,3,2 or more,3,No,Yes,NCT00289978,,,International,3,2 or more,4,No,Yes,NCT00355134,,,International,3,2 or more,,,,,,,,,,Delayed- release dimethyl fumarate,1;2,Fingolimod ,3;4,MAIC,Yes,"Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)","No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Annualized relapse rate (ARR),Binary (eg rates),"Nothing mentioned, not reported",No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,783,773,769,587,771,599,Not mentioned,Yes,6,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Past treatments for the disease of interest",RR,"Numerator if ratio, or left side if difference",1.07,0.5501,1.11,0.3893,,
,22/08/2022 17:47:10,1,10.2217/cer-2016-0085 ,BZ,Multiple sclerosis,Switzerland,USA,"Academic, Pharmaceutical Industry / Medical device company",Yes,Pharmaceutical Industry,Yes,No,1,Yes,Yes,NCT00420212,,,International,3,2 or more,2,Yes,Yes,NCT00451451,,,International,3,2 or more,3,No,Yes,NCT00004814,,,USA,3,2 or more,4,No,Yes,,,EUR/CAN study,International,,2 or more,5,No,Yes,NCT00099502,,,International,3,2 or more,Delayed-release dimethyl fumarate,1;2,Glatiramer acetate,3,MAIC,Yes,"Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)",Yes,Annualized relapse rate at 2 years,Binary (eg rates),"Nothing mentioned, not reported",No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,NA,NA,NA,NA,NA,NA,Not mentioned,Yes,7,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity, Past treatments for the disease of interest",Rate ratio,"Numerator if ratio, or left side if difference",,,,,"Effectif non IPD (Intervention + Placebo) = 251
Effectif IPD (Intervention + Placebo) = 2651
ESS IPD (Intervention + Placebo) = 1032",
