Edit URL,Timestamp,itc_number,DOI of the article,Initials of the reviewer filling the form ,Medical Condition of Interest Name,Countries of first author affiliations,Countries of last author affiliations,"Positions of study investigators (for any authors of the article, any that applies)","At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company",Mentioned sources of funding,"Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article",Mention of a systematic review to find the studies to compare treatments of interest,study_number,Patient-level data used,Clinical Trial,NCT (only for clinical trial registered on clinicaltrials.gov),EudraCT (only for clinical trials registered on clinicaltrialsregister.eu,Data source name (only if observational study or clinical trial without NCT),Country where the clinical trial/observational study was conducted (international if more than one),Phase of the clinical trial (clinical trial only),Number of treatment arms (clinical trial only),study_number,Patient-level data used,Clinical Trial,NCT (only for clinical trial registered on clinicaltrials.gov),EudraCT (only for clinical trials registered on clinicaltrialsregister.eu,Data source name (only if observational study or clinical trial without NCT),Country where the clinical trial/observational study was conducted (international if more than one),Phase of the clinical trial (clinical trial only),Number of treatment arms (clinical trial only),study_number,Patient-level data used,Clinical Trial,NCT (only for clinical trial registered on clinicaltrials.gov),EudraCT (only for clinical trials registered on clinicaltrialsregister.eu,Data source name (only if observational study or clinical trial without NCT),Country where the clinical trial/observational study was conducted (international if more than one),Phase of the clinical trial (clinical trial only),Number of treatment arms (clinical trial only),study_number,Patient-level data used,Clinical Trial,NCT (only for clinical trial registered on clinicaltrials.gov),EudraCT (only for clinical trials registered on clinicaltrialsregister.eu,Data source name (only if observational study or clinical trial without NCT),Country where the clinical trial/observational study was conducted (international if more than one),Phase of the clinical trial (clinical trial only),Number of treatment arms (clinical trial only),study_number,Patient-level data used,Clinical Trial,NCT (only for clinical trial registered on clinicaltrials.gov),EudraCT (only for clinical trials registered on clinicaltrialsregister.eu,Data source name (only if observational study or clinical trial without NCT),Country where the clinical trial/observational study was conducted (international if more than one),Phase of the clinical trial (clinical trial only),Number of treatment arms (clinical trial only),Treatment name 1,Study 'number(s)' for treatment 1,Treatment name 2 ,Study 'number(s)' for treatment 2,Type of population-adjusted indirect comparisons performed,Anchored comparison?,Form of the indirect comparison,Definition of a single primary outcome for the indirect comparison,Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined),Primary outcome: variable type,Justification for selecting variables to be included in the adjustment model (in the main text),Inclusion of prognostic factors in the adjustment/matching model,Inclusion of treatment-effect modifiers in the adjustment/matching model,"Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc)",Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale),Sample size of the population of interest in the non IPD treatment arm ,"If anchored comparison, sample size of the population of interest in the non IPD treatment anchor arm",Initial sample size of the population of interest in the IPD treatment arm,"Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC","If anchored comparison, initial sample size of the population of interest in the IPD anchor arm","If anchored comparison, effective sample size after reweighting for MAIC; or sample size used in the regression model for STC in the IPD anchor arm",Reporting of a weights' distribution evaluation (MAIC),Reporting of the list of the covariates adjusted for/matched on,Number of covariates adjusted for/matched on,Covariates adjusted for/matched on in the indirect comparison,Primary outcome: treatment effect contrast,Direction of the treatment effect contrast: IPD treatment is:,Primary outcome: unadjusted treatment effect,"p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])",Primary outcome: adjusted treatment effect,"p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])",Notes,Original Timestamp
,21/07/2022 17:38:27,1,10.1080/10428194.2021.2010069,ASL,relapsed or refractory large B-cell lymphomas,USA,Netherlands,"Academic, Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,No,1,Yes,Yes,NCT02445248,,,International,2,1,2,No,Yes,NCT02631044,,,USA,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,tisagenlecleucel,1,lisocabtagene,2,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Overall Response Rate,Binary (eg rates),"Statistical based (eg pvalue based, that is looking at statistical significant differences between treatment arms), A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion), Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)",Yes,Yes,No,No,256,NA,106,29,NA,NA,Not mentioned,Yes,11,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest, Comorbidities and medical history (beside pathology/disease of interest in the comparison)",Rate difference,"Numerator if ratio, or left side if difference",-15.5,<0.01,-9.7,0.07,"Another MAIC has been conducted on similar studies and outcomes, would be very intersting to compare results : 
but not original article 
https://ashpublications.org/blood/article/136/Supplement%201/18/471898/Matching-Adjusted-Indirect-Comparison-MAIC-of
",21/07/2022 16:58:12
,28/07/2022 17:29:04,1,10.1007/s12325-021-01885-6,ASL,non-metastatic castration-resistant prostate cancer receiving androgen deprivation therapy,UK,Germany,"Academic, Pharmaceutical Industry / Medical device company",Not mentioned,Pharmaceutical Industry,Yes,No,1,Yes,Yes,NCT01946204,,,International,3,2 or more,2,No,Yes,NCT02200614,,,International,3,2 or more,,,,,,,,,,,,,,,,,,,,,,,,,,,,apalutamide,1,darolutamide,2,MAIC,Yes,Simple (ie treatments effects extracted from two studies),Yes,Metastasis-Free Survival,Time-to-event,"Nothing mentioned, not reported",Yes,Yes,No,No,NA,NA,NA,NA,NA,NA,Not mentioned,Yes,9,"Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest, Other(s)",HR,"Numerator if ratio, or left side if difference",NA,NA,0.7,[0.51.0.98],"MAIC within Bayesian framework 
A primary end point reported 
No real discussion of the status of the covariates adjusted for : that could potentially affect the relative treatment effect. So if we are to be nice we would still assume that they included both treatment effect modifiers and prognostic factors
",21/07/2022 17:38:27
,21/07/2022 20:17:02,1,10.2147/PTT.S326121,ASL,moderate-to-severe plaque psoriasis,UK,Germany,"Academic, Pharmaceutical Industry / Medical device company",Yes,Pharmaceutical Industry,Yes,No,1,Yes,Yes,NCT01708603,,,International,3,2 or more,2,Yes,Yes,NCT01708629,,,International,3,2 or more,3,No,Yes,NCT02203032,,,International,3,2 or more,,,,,,,,,,,,,,,,,,,brodalumab,1;2,guselkumab,3,MAIC,No,"Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)","No primary outcome defined, or multiple primary outcomes without any clear distinction between them",psoriasis area and severity index 90 rate,Binary (eg rates),"Nothing mentioned, not reported",No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,135,NA,121,90,NA,NA,Not mentioned,Yes,11,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Past treatments for the disease of interest, Other(s)",Rate difference,"Numerator if ratio, or left side if difference",NA,NA,14.6,0.002,,21/07/2022 19:44:06
,21/07/2022 20:53:37,1,10.2147/JBM.S321288,ASL,severe hemophilia A,USA,Italy,"Academic, Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,Yes,1,Yes,Yes,NCT01580293,,,International,"2, 3",1,2,No,Yes,NCT01480180,,,International,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,damoctocog alfa pegol (BAY 94-9027),1,turoctocog alfa pegol (N8-GP),2,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",mean annualized bleeding rate,"Continuous (count, mean, ...)","Nothing mentioned, not reported",No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,175,NA,102,61.94,NA,NA,Not mentioned,Yes,6,"Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity, Past treatments for the disease of interest, Other(s)",Incidence Rate Ratio,"Numerator if ratio, or left side if difference",1.1,0.4492,1.11,0.449,"Controls arms eligible to constitute anchors, but did not use it
Does STC as a secondary sensitivity analysis, but results not reported in this form",21/07/2022 20:17:02
,22/07/2022 12:01:13,1,10.2147/CMAR.S325043,ASL,HR+/HER2− advanced breast cancer,Germany,USA,"Academic, Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,No,1,Yes,Yes,NCT02422615,,,International,3,2 or more,2,No,Yes,NCT00721409,,,International,2,2 or more,,,,,,,,,,,,,,,,,,,,,,,,,,,,ribociclib + fulvestrant,1,palbociclib + letrozole,2,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Progression-Free Survival,Time-to-event,"Nothing mentioned, not reported",No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,84,NA,329,221,NA,NA,"Yes, mentions that the weights distribution has been studied, and weights distribution reported in main article or supplemental materials",Yes,7,"Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest",HR,"Numerator if ratio, or left side if difference",0.83,0.2838,0.77,0.1553,,21/07/2022 20:53:37
,22/07/2022 12:05:15,2,10.2147/CMAR.S325043,ASL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,placebo + fulvestrant,1,letrozole,2,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Progression-Free Survival,Time-to-event,"Nothing mentioned, not reported",No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,81,NA,178,117,NA,NA,"Yes, mentions that the weights distribution has been studied, and weights distribution reported in main article or supplemental materials",Yes,7,"Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest",HR,"Numerator if ratio, or left side if difference",0.66,0.0094,0.58,0.0019,,22/07/2022 12:01:13
,22/07/2022 14:36:41,1,10.1080/14760584.2021.1994858,ASL,pneumococcal disease,Switzerland,USA,Pharmaceutical Industry / Medical device company,Yes,Pharmaceutical Industry,Yes,No,1,Yes,Yes,NCT03950622,,,International,3,2 or more,2,Yes,Yes,NCT03480763,,,International,3,2 or more,3,Yes,Yes,NCT03950856,,,International,3,2 or more,4,No,Yes,NCT03760146,,,International,3,2 or more,,,,,,,,,,15-valent pneumococcal conjugate vaccine,1;2;3,20-valent pneumococcal conjugate vaccine,4,MAIC,Yes,"Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)",Yes,opsonophagocytic activity (OPA) geometric mean titer,"Continuous (count, mean, ...)",Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose),Yes,Yes,Yes,Yes,1507,1490,2196,NA,843,NA,Not mentioned,Yes,2,"Age, Sex",Means Ratio,"Numerator if ratio, or left side if difference",0.89,<0.001,0.91,<0.001,"Don't report the ESS for each arm, but globally for the whole reweighted IPD arms: 1710. The number reported in Table 1 are just the sum of the weights, not the ESS

Not any outcome that stands out, but outcomes reported for every STs tested, without any pooled estimate. Therefore the first one reported in the results text happens to be ST4: 0.89 <0.001 (**one sided pvalue**); 0.91 <0.001",22/07/2022 12:05:15
,23/07/2022 12:42:50,1,10.1111/dom.14497,ASL,type 2 diabetes,USA,Denmark,"Academic, Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,No,1,Yes,Yes,NCT02648204,,,International,3,2 or more,2,No,Yes,NCT03495102,,,International,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,semaglutide 1.0mg,1,dulaglutide 3.0mg,2,MAIC,Yes,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",change from baseline HbA1c,"Continuous (count, mean, ...)","Nothing mentioned, not reported",No,Yes,No,No,616,612,300,NA,299,NA,Not mentioned,Yes,3,"Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Other(s)",Means difference,"Numerator if ratio, or left side if difference",-0.24,0.016,-0.26,0.047,"MAIC as a sensitivity analysis, Bucher is the primary one
Methodology and purpose of the research very close to than 10.1210/clinem/dgab905
Incidentally, they say that safety endpoints are more difficult to assess in indirect comparisons because usually they are assessed differently between trials, could be an interesting reference in the article",22/07/2022 14:36:41
,23/07/2022 12:45:57,2,10.1111/dom.14497,ASL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,semaglutide 1.0mg,1,dulaglutide 4.5mg,2,MAIC,Yes,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",change from baseline HbA1c,"Continuous (count, mean, ...)","Nothing mentioned, not reported",No,Yes,No,No,614,612,300,NA,299,NA,Not mentioned,Yes,3,"Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Other(s)",Means difference,"Numerator if ratio, or left side if difference",-0.07,0.484,-0.08,0.523,,23/07/2022 12:42:50
,28/07/2022 17:23:04,1,10.1007/s12325-021-01853-0,ASL,severe haemophilia A,Spain,Portugal,"Academic, Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,Yes,1,Yes,Yes,NCT01486927,,,International,"2, 3",2 or more,2,No,Yes,,, 10.1111/j.1365-2516.2004.00932.x,International,,2 or more,3,No,Yes,NCT00243386,,,International,4,1,4,No,Yes,NCT02172950,,,International,3,1,,,,,,,,,,rVIII-SingleChain lonoctocog alfa,1,rAHF-PFM octocog alfa,2,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",mean annualized bleeding rates,"Continuous (count, mean, ...)","Nothing mentioned, not reported",No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,111,NA,146,25.01,NA,NA,Not mentioned,Yes,4,"Age, Race/ethnicity, Other(s)",RR,"Numerator if ratio, or left side if difference",0.55,[0.17;3.12],0.74,[0.16;3.48],"test hypothesis appears to be for equivalence, but test for superiority and don't find any difference, and then conclude to equivalence
don't even mention the fact that the MAIC is unanchored, and that there are very different assumptions. Don't talk about prognostic factors and ttt effect modifiers. just baseline characteristics
Characteristics adjusted for not very obvious, but seems to be all baseline characteristics available in both studies for each ITC. Seem like they also included characteristics that were already balanced initially. ",23/07/2022 12:45:57
,01/08/2022 14:28:43,2,10.1007/s12325-021-01853-0,ASL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rVIII-SingleChain lonoctocog alfa,1,rAHF-PFM octocog alf,2,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",mean annualized bleeding rates,"Continuous (count, mean, ...)","Nothing mentioned, not reported",No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,32,NA,146,79,NA,NA,Not mentioned,Yes,2,"Age, Race/ethnicity",Means difference,"Numerator if ratio, or left side if difference",0.07,[-3.09;3.23],0.01,[-2.36;2.37],,24/07/2022 12:17:13
,01/08/2022 14:28:13,3,10.1007/s12325-021-01853-0,ASL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rVIII-SingleChain lonoctocog alfa,1,rFVIIIFc (efmoroctocog alfa),4,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",mean annualized bleeding rates,"Continuous (count, mean, ...)","Nothing mentioned, not reported",No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,118,NA,146,123.6,NA,NA,Not mentioned,Yes,4,"Age, Race/ethnicity, Other(s)",RR,"Numerator if ratio, or left side if difference",1.14,[0.82;1.57],1.18,[0.85;1.65],,24/07/2022 12:22:19
,25/07/2022 09:57:59,1,10.1080/03007995.2021.1971182,ASL,Paroxysmal nocturnal hemoglobinuria,USA,USA,"Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,No,1,Yes,Yes,NCT03500549,,,International,3,2 or more,2,No,Yes,NCT03056040,,,International,3,2 or more,,,,,,,,,,,,,,,,,,,,,,,,,,,,pegcetacoplan,1,ravulizumab,2,MAIC,Yes,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",transfusion avoidance,Binary (eg rates),A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion),No,Yes,No,No,97,98,36,NA,32,NA,"Yes, mentions that the weights distribution has been studied, but weights distribution not reported",Yes,5,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity",Rate difference,"Numerator if ratio, or left side if difference",NA,NA,0.714,<0.0001,"Adjust for different characteristics depending on endpoints types
Detailed description of the status of baseline characteristics (treatment effect modifiers/prognositc factors)
However, huge differences in anchor arm treatment effect!!
*Incorrect use of outcomes scales when comparing outcomes: mean differences*
No ESS no unadjusted results reported",24/07/2022 12:26:42
,25/07/2022 10:39:17,x,10.1016/j.ejca.2021.08.023,ASL,advanced BRCA-mutated ovarian cancer,Belgium,Belgium;France,"Academic, Pharmaceutical Industry / Medical device company",Not mentioned,Pharmaceutical Industry,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not eligible, the PAITC methodology that they are supposed to use is just propensity score weighting, on individual data (*For each patient, the propensity score was estimated using a logistic regression model in which arm membership (SOLO1 olaparib arm versus PAOLA-1 treatment arm) was regressed on the matching variables and interactions*), where they only reweight one of the studies (equivalent of ATT where the ""treated"" arm corresponds to the study that is not being reweighted (*aka non IPD arm in PAITC*) ). Then they eventually do a sensitivity analsyis where they do 1:1 PS matching. Say they do that as a sensitivity analysis because it discarded more patients, misunderstanding that it doesn't do any more or less than their first analysis.
So eventually cannot be included in the systematic review but important to have it in mind in the flow-chart/discussion.
",25/07/2022 09:57:59
